"Duration (ms)","Start date","End date","Start station number","Start station","End station number","End station","Bike number","Member type"
1444681,"2017-04-01 13:40:20","2017-04-01 14:04:25",31615,"6th & H St NE",31272,"Washington & Independence Ave SW/HHS",W20014,Member
747647,"2017-04-01 13:40:20","2017-04-01 13:52:47",31605,"3rd & D St SE",31621,"4th & D St NW / Judiciary Square",W20586,Member
1454816,"2017-04-01 13:40:23","2017-04-01 14:04:38",31615,"6th & H St NE",31272,"Washington & Independence Ave SW/HHS",W23224,Casual
1762816,"2017-04-01 13:40:27","2017-04-01 14:09:50",31620,"5th & F St NW",31217,"USDA / 12th & Independence Ave SW",W22716,Casual
743679,"2017-04-01 13:40:27","2017-04-01 13:52:50",31605,"3rd & D St SE",31621,"4th & D St NW / Judiciary Square",W23226,Member
1749102,"2017-04-01 13:40:28","2017-04-01 14:09:38",31620,"5th & F St NW",31217,"USDA / 12th & Independence Ave SW",W00065,Casual
329790,"2017-04-01 13:40:28","2017-04-01 13:45:58",31271,"Constitution Ave & 2nd St NW/DOL",31271,"Constitution Ave & 2nd St NW/DOL",W22357,Casual
620051,"2017-04-01 13:40:31","2017-04-01 13:50:51",31269,"3rd St & Pennsylvania Ave SE",31243,"4th & C St SW",W20241,Casual
611590,"2017-04-01 13:40:32","2017-04-01 13:50:44",31269,"3rd St & Pennsylvania Ave SE",31243,"4th & C St SW",W21755,Casual
2021057,"2017-04-01 13:40:32","2017-04-01 14:14:13",31077,"Iwo Jima Memorial/N Meade & 14th St N",31248,"Smithsonian-National Mall / Jefferson Dr & 12th St SW",W22709,Member
424840,"2017-04-01 13:40:34","2017-04-01 13:47:39",31280,"11th & S St NW",31282,"16th & R St NW",W22158,Member
5748368,"2017-04-01 13:40:36","2017-04-01 15:16:24",31248,"Smithsonian-National Mall / Jefferson Dr & 12th St SW",31290,"17th St & Independence Ave SW",W00569,Casual
1590630,"2017-04-01 13:40:46","2017-04-01 14:07:17",31269,"3rd St & Pennsylvania Ave SE",31262,"11th & F St NW",W22883,Casual
3007640,"2017-04-01 13:40:49","2017-04-01 14:30:57",31265,"5th St & Massachusetts Ave NW",31003,"15th & Crystal Dr",W22823,Casual
1563085,"2017-04-01 13:40:50","2017-04-01 14:06:53",31407,"14th St & Colorado Ave NW",31115,"Columbia Rd & Georgia Ave NW",W20808,Member
1433987,"2017-04-01 13:40:52","2017-04-01 14:04:46",31615,"6th & H St NE",31272,"Washington & Independence Ave SW/HHS",W22529,Member
2252928,"2017-04-01 13:40:52","2017-04-01 14:18:25",31215,"Georgetown Harbor / 30th St NW",31235,"19th St & Constitution Ave NW",W22678,Casual
583763,"2017-04-01 13:40:57","2017-04-01 13:50:41",31269,"3rd St & Pennsylvania Ave SE",31243,"4th & C St SW",W21931,Casual
1151947,"2017-04-01 13:40:59","2017-04-01 14:00:11",31280,"11th & S St NW",31219,"10th St & Constitution Ave NW",W20155,Member
2257499,"2017-04-01 13:40:59","2017-04-01 14:18:36",31215,"Georgetown Harbor / 30th St NW",31235,"19th St & Constitution Ave NW",W21650,Casual
2397906,"2017-04-01 13:40:59","2017-04-01 14:20:57",31613,"Eastern Market Metro / Pennsylvania Ave & 7th St SE",31284,"18th & C St NW",W22198,Casual
440400,"2017-04-01 13:41:02","2017-04-01 13:48:23",31203,"14th & Rhode Island Ave NW",31230,"Metro Center / 12th & G St NW",W22807,Member
2561549,"2017-04-01 13:41:03","2017-04-01 14:23:44",31407,"14th St & Colorado Ave NW",31207,"Georgia Ave and Fairmont St NW",W20502,Member
682338,"2017-04-01 13:41:05","2017-04-01 13:52:27",31280,"11th & S St NW",31238,"14th & G St NW",W21371,Member
774095,"2017-04-01 13:41:10","2017-04-01 13:54:04",31237,"25th St & Pennsylvania Ave NW",31203,"14th & Rhode Island Ave NW",W01310,Member
1428344,"2017-04-01 13:41:11","2017-04-01 14:05:00",31278,"18th & R St NW",31623,"Columbus Circle / Union Station",W22697,Member
1292387,"2017-04-01 13:41:11","2017-04-01 14:02:43",31213,"17th & K St NW",31623,"Columbus Circle / Union Station",W22931,Member
4765706,"2017-04-01 13:41:13","2017-04-01 15:00:38",31314,"34th & Water St NW",31225,"C & O Canal & Wisconsin Ave NW",W21195,Member
2380726,"2017-04-01 13:41:13","2017-04-01 14:20:54",31613,"Eastern Market Metro / Pennsylvania Ave & 7th St SE",31284,"18th & C St NW",W22064,Casual
1426013,"2017-04-01 13:41:16","2017-04-01 14:05:02",31278,"18th & R St NW",31623,"Columbus Circle / Union Station",W00697,Member
3373267,"2017-04-01 13:41:16","2017-04-01 14:37:29",31246,"M St & Pennsylvania Ave NW",31277,"17th & G St NW",W21174,Casual
4370813,"2017-04-01 13:41:18","2017-04-01 14:54:08",31314,"34th & Water St NW",31314,"34th & Water St NW",W22600,Casual
821278,"2017-04-01 13:41:26","2017-04-01 13:55:07",31285,"22nd & P ST NW",31236,"37th & O St NW / Georgetown University",W00864,Member
659822,"2017-04-01 13:41:29","2017-04-01 13:52:29",31616,"3rd & H St NE",31636,"New Jersey Ave & N St NW/Dunbar HS",W21876,Member
2775222,"2017-04-01 13:41:44","2017-04-01 14:28:00",31112,"Harvard St & Adams Mill Rd NW",31312,"Wisconsin Ave & O St NW",W20758,Casual
1384183,"2017-04-01 13:41:49","2017-04-01 14:04:53",31252,"21st St & Pennsylvania Ave NW",31272,"Washington & Independence Ave SW/HHS",W20518,Member
1084617,"2017-04-01 13:41:53","2017-04-01 13:59:58",31280,"11th & S St NW",31219,"10th St & Constitution Ave NW",W20053,Member
316592,"2017-04-01 13:41:53","2017-04-01 13:47:09",31618,"4th & East Capitol St NE",31272,"Washington & Independence Ave SW/HHS",W21794,Member
2750476,"2017-04-01 13:42:04","2017-04-01 14:27:54",31112,"Harvard St & Adams Mill Rd NW",31312,"Wisconsin Ave & O St NW",W20425,Casual
424257,"2017-04-01 13:42:04","2017-04-01 13:49:08",31516,"Rhode Island Ave Metro",31505,"Eckington Pl & Q St NE",W23069,Member
83307,"2017-04-01 13:42:05","2017-04-01 13:43:28",31235,"19th St & Constitution Ave NW",31235,"19th St & Constitution Ave NW",W23111,Casual
1586232,"2017-04-01 13:42:08","2017-04-01 14:08:34",31242,"18th St & Pennsylvania Ave NW",31240,"Ohio Dr & West Basin Dr SW / MLK & FDR Memorials",W20726,Casual
1933138,"2017-04-01 13:42:10","2017-04-01 14:14:23",32046,"River Rd & Landy Ln",31314,"34th & Water St NW",W22338,Member
2143239,"2017-04-01 13:42:13","2017-04-01 14:17:57",31240,"Ohio Dr & West Basin Dr SW / MLK & FDR Memorials",31217,"USDA / 12th & Independence Ave SW",W22238,Casual
2377503,"2017-04-01 13:42:15","2017-04-01 14:21:52",31290,"17th St & Independence Ave SW",31208,"M St & New Jersey Ave SE",W00560,Casual
442640,"2017-04-01 13:42:15","2017-04-01 13:49:38",31214,"17th & Corcoran St NW",31237,"25th St & Pennsylvania Ave NW",W23203,Member
915460,"2017-04-01 13:42:17","2017-04-01 13:57:32",31407,"14th St & Colorado Ave NW",31107,"Lamont & Mt Pleasant NW",W01179,Member
5659942,"2017-04-01 13:42:18","2017-04-01 15:16:38",31248,"Smithsonian-National Mall / Jefferson Dr & 12th St SW",31290,"17th St & Independence Ave SW",W21616,Casual
1558044,"2017-04-01 13:42:29","2017-04-01 14:08:27",31242,"18th St & Pennsylvania Ave NW",31240,"Ohio Dr & West Basin Dr SW / MLK & FDR Memorials",W23240,Casual
4280116,"2017-04-01 13:42:33","2017-04-01 14:53:54",31314,"34th & Water St NW",31314,"34th & Water St NW",W22088,Casual
360390,"2017-04-01 13:42:35","2017-04-01 13:48:36",31107,"Lamont & Mt Pleasant NW",31113,"Columbia Rd & Belmont St NW",W22661,Member
995301,"2017-04-01 13:42:36","2017-04-01 13:59:12",31007,"Crystal City Metro / 18th & Bell St",31052,"Potomac Ave & 35th St S",W22226,Casual
4262455,"2017-04-01 13:42:38","2017-04-01 14:53:40",31314,"34th & Water St NW",31314,"34th & Water St NW",W21939,Casual
1661507,"2017-04-01 13:42:45","2017-04-01 14:10:26",31207,"Georgia Ave and Fairmont St NW",31276,"15th & L St NW",W20016,Member
984735,"2017-04-01 13:43:01","2017-04-01 13:59:25",31007,"Crystal City Metro / 18th & Bell St",31052,"Potomac Ave & 35th St S",W21538,Casual
1864936,"2017-04-01 13:43:02","2017-04-01 14:14:07",32046,"River Rd & Landy Ln",31314,"34th & Water St NW",W20733,Casual
242812,"2017-04-01 13:43:05","2017-04-01 13:47:08",31228,"8th & H St NW",31264,"6th St & Indiana Ave NW",W21327,Member
2083076,"2017-04-01 13:43:08","2017-04-01 14:17:51",31240,"Ohio Dr & West Basin Dr SW / MLK & FDR Memorials",31217,"USDA / 12th & Independence Ave SW",W00199,Casual
3576649,"2017-04-01 13:43:24","2017-04-01 14:43:00",31272,"Washington & Independence Ave SW/HHS",31284,"18th & C St NW",W00112,Casual
1810226,"2017-04-01 13:43:24","2017-04-01 14:13:34",31249,"Jefferson Memorial",31001,"18th & Eads St.",W00992,Casual
2700858,"2017-04-01 13:43:24","2017-04-01 14:28:25",31217,"USDA / 12th & Independence Ave SW",31101,"14th & V St NW",W22793,Casual
795907,"2017-04-01 13:43:32","2017-04-01 13:56:48",31247,"Jefferson Dr & 14th St SW",31230,"Metro Center / 12th & G St NW",W20020,Casual
452182,"2017-04-01 13:43:36","2017-04-01 13:51:09",32001,"Fenton St & New York Ave ",32036,"Fenton St & Ellsworth Dr ",W00162,Member
1550589,"2017-04-01 13:43:43","2017-04-01 14:09:33",31288,"4th St & Madison Dr NW",31217,"USDA / 12th & Independence Ave SW",W01186,Member
694367,"2017-04-01 13:43:45","2017-04-01 13:55:19",31641,"2nd St & Massachusetts Ave NE",31614,"11th & H St NE",W22309,Member
302387,"2017-04-01 13:43:49","2017-04-01 13:48:52",31201,"15th & P St NW",31125,"15th & W St NW",W00902,Member
1661843,"2017-04-01 13:43:55","2017-04-01 14:11:37",31242,"18th St & Pennsylvania Ave NW",31307,"3000 Connecticut Ave NW / National Zoo",W00669,Casual
787050,"2017-04-01 13:44:01","2017-04-01 13:57:08",31261,"21st St & Constitution Ave NW",31215,"Georgetown Harbor / 30th St NW",W21671,Member
806101,"2017-04-01 13:44:02","2017-04-01 13:57:28",31247,"Jefferson Dr & 14th St SW",31230,"Metro Center / 12th & G St NW",W01204,Casual
401511,"2017-04-01 13:44:04","2017-04-01 13:50:46",31610,"Eastern Market / 7th & North Carolina Ave SE",31641,"2nd St & Massachusetts Ave NE",W23138,Member
954490,"2017-04-01 13:44:06","2017-04-01 14:00:01",31235,"19th St & Constitution Ave NW",31290,"17th St & Independence Ave SW",W21828,Casual
875057,"2017-04-01 13:44:07","2017-04-01 13:58:42",31200,"Massachusetts Ave & Dupont Circle NW",31236,"37th & O St NW / Georgetown University",W22096,Casual
3502654,"2017-04-01 13:44:14","2017-04-01 14:42:37",31272,"Washington & Independence Ave SW/HHS",31284,"18th & C St NW",W00861,Casual
2383851,"2017-04-01 13:44:14","2017-04-01 14:23:58",31249,"Jefferson Memorial",31273,"Hains Point/Buckeye & Ohio Dr SW",W22318,Member
849507,"2017-04-01 13:44:16","2017-04-01 13:58:26",31200,"Massachusetts Ave & Dupont Circle NW",31236,"37th & O St NW / Georgetown University",W00044,Casual
851318,"2017-04-01 13:44:16","2017-04-01 13:58:27",31121,"Calvert St & Woodley Pl NW",31306,"39th & Calvert St NW / Stoddert",W00234,Member
3491436,"2017-04-01 13:44:16","2017-04-01 14:42:28",31272,"Washington & Independence Ave SW/HHS",31284,"18th & C St NW",W20402,Casual
4878552,"2017-04-01 13:44:18","2017-04-01 15:05:37",31263,"10th & K St NW",31007,"Crystal City Metro / 18th & Bell St",W22240,Casual
626601,"2017-04-01 13:44:19","2017-04-01 13:54:46",31118,"3rd & Elm St NW",31265,"5th St & Massachusetts Ave NW",W22034,Member
638588,"2017-04-01 13:44:19","2017-04-01 13:54:58",31269,"3rd St & Pennsylvania Ave SE",31627,"3rd & M St NE",W22771,Member
193296,"2017-04-01 13:44:22","2017-04-01 13:47:35",31022,"Clarendon Metro / Wilson Blvd & N Highland St",31020,"Wilson Blvd & Franklin Rd",W01253,Member
458433,"2017-04-01 13:44:29","2017-04-01 13:52:08",31268,"12th & U St NW",31266,"11th & M St NW",W00890,Member
1210558,"2017-04-01 13:44:37","2017-04-01 14:04:47",31101,"14th & V St NW",31270,"8th & D St NW",W22435,Member
1628795,"2017-04-01 13:44:41","2017-04-01 14:11:50",31242,"18th St & Pennsylvania Ave NW",31307,"3000 Connecticut Ave NW / National Zoo",W21787,Casual
758011,"2017-04-01 13:44:48","2017-04-01 13:57:26",31247,"Jefferson Dr & 14th St SW",31230,"Metro Center / 12th & G St NW",W00666,Casual
1200944,"2017-04-01 13:44:49","2017-04-01 14:04:50",31105,"14th & Harvard St NW",31215,"Georgetown Harbor / 30th St NW",W21973,Member
1658797,"2017-04-01 13:44:50","2017-04-01 14:12:28",31103,"16th & Harvard St NW",31284,"18th & C St NW",W21907,Member
6304636,"2017-04-01 13:45:05","2017-04-01 15:30:09",31222,"New York Ave & 15th St NW",31288,"4th St & Madison Dr NW",W00880,Casual
918085,"2017-04-01 13:45:12","2017-04-01 14:00:30",31263,"10th & K St NW",31603,"1st & M St NE",W22633,Member
6296231,"2017-04-01 13:45:15","2017-04-01 15:30:12",31222,"New York Ave & 15th St NW",31288,"4th St & Madison Dr NW",W21643,Casual
1441693,"2017-04-01 13:45:21","2017-04-01 14:09:23",31281,"8th & O St NW",31281,"8th & O St NW",W20802,Member
451852,"2017-04-01 13:45:28","2017-04-01 13:52:59",31221,"18th & M St NW",31246,"M St & Pennsylvania Ave NW",W21885,Member
6273672,"2017-04-01 13:45:29","2017-04-01 15:30:03",31222,"New York Ave & 15th St NW",31288,"4th St & Madison Dr NW",W01132,Member
71778,"2017-04-01 13:45:30","2017-04-01 13:46:42",31228,"8th & H St NW",31228,"8th & H St NW",W00661,Member
1080138,"2017-04-01 13:45:31","2017-04-01 14:03:31",31244,"4th & E St SW",31201,"15th & P St NW",W23151,Member
552928,"2017-04-01 13:45:32","2017-04-01 13:54:45",31024,"Virginia Square Metro / N Monroe St & 9th St N",31089,"Court House Metro / 15th & N Uhle St ",W01346,Member
2954599,"2017-04-01 13:45:34","2017-04-01 14:34:48",31288,"4th St & Madison Dr NW",31289,"Henry Bacon Dr & Lincoln Memorial Circle NW",W20394,Casual
5334055,"2017-04-01 13:45:39","2017-04-01 15:14:33",31289,"Henry Bacon Dr & Lincoln Memorial Circle NW",31624,"North Capitol St & F St NW",W20950,Casual
670615,"2017-04-01 13:45:40","2017-04-01 13:56:50",31228,"8th & H St NW",31219,"10th St & Constitution Ave NW",W21047,Casual
941518,"2017-04-01 13:45:43","2017-04-01 14:01:25",31104,"Adams Mill & Columbia Rd NW",31286,"11th & O St NW",W00521,Member
919525,"2017-04-01 13:45:52","2017-04-01 14:01:11",31044,"King St & Patrick St",31087,"Monroe Ave & Leslie Ave",W22856,Casual
1367286,"2017-04-01 13:45:53","2017-04-01 14:08:40",31097,"Saint Asaph & Madison St",31041,"Prince St & Union St",W22389,Casual
929184,"2017-04-01 13:45:53","2017-04-01 14:01:22",31044,"King St & Patrick St",31087,"Monroe Ave & Leslie Ave",W22679,Casual
568979,"2017-04-01 13:46:01","2017-04-01 13:55:30",31214,"17th & Corcoran St NW",31106,"Calvert & Biltmore St NW",W20759,Member
563538,"2017-04-01 13:46:02","2017-04-01 13:55:25",31200,"Massachusetts Ave & Dupont Circle NW",31245,"7th & R St NW / Shaw Library",W20905,Member
356864,"2017-04-01 13:46:04","2017-04-01 13:52:00",31512,"Neal St & Trinidad Ave NE",31518,"New York Ave & Hecht Ave NE",W21059,Member
950660,"2017-04-01 13:46:07","2017-04-01 14:01:58",31216,"14th St & New York Ave NW",31248,"Smithsonian-National Mall / Jefferson Dr & 12th St SW",W21191,Casual
896700,"2017-04-01 13:46:08","2017-04-01 14:01:04",31621,"4th & D St NW / Judiciary Square",31622,"13th & D St NE",W21452,Member
4083047,"2017-04-01 13:46:08","2017-04-01 14:54:11",31290,"17th St & Independence Ave SW",31243,"4th & C St SW",W22153,Casual
4111527,"2017-04-01 13:46:14","2017-04-01 14:54:46",31290,"17th St & Independence Ave SW",31243,"4th & C St SW",W21620,Casual
2381235,"2017-04-01 13:46:15","2017-04-01 14:25:56",31008,"12th & Army Navy Dr",31247,"Jefferson Dr & 14th St SW",W22149,Member
1675229,"2017-04-01 13:46:18","2017-04-01 14:14:13",31249,"Jefferson Memorial",31258,"Lincoln Memorial",W20791,Casual
956297,"2017-04-01 13:46:20","2017-04-01 14:02:16",31268,"12th & U St NW",31248,"Smithsonian-National Mall / Jefferson Dr & 12th St SW",W23017,Member
1879752,"2017-04-01 13:46:22","2017-04-01 14:17:42",31268,"12th & U St NW",31217,"USDA / 12th & Independence Ave SW",W22617,Member
1676046,"2017-04-01 13:46:28","2017-04-01 14:14:24",31249,"Jefferson Memorial",31258,"Lincoln Memorial",W20806,Casual
436573,"2017-04-01 13:46:31","2017-04-01 13:53:48",31017,"Wilson Blvd & N Uhle St",31094,"Lee Hwy & N Kirkwood Rd",W00037,Member
770663,"2017-04-01 13:46:32","2017-04-01 13:59:23",31216,"14th St & New York Ave NW",31248,"Smithsonian-National Mall / Jefferson Dr & 12th St SW",W22878,Casual
4093376,"2017-04-01 13:46:33","2017-04-01 14:54:46",31290,"17th St & Independence Ave SW",31243,"4th & C St SW",W21130,Casual
791480,"2017-04-01 13:46:34","2017-04-01 13:59:46",31213,"17th & K St NW",31284,"18th & C St NW",W20089,Casual
472610,"2017-04-01 13:46:44","2017-04-01 13:54:37",31644,"12th St & Pennsylvania Ave SE",31630,"15th & East Capitol St NE",W21736,Member
775293,"2017-04-01 13:46:50","2017-04-01 13:59:45",31213,"17th & K St NW",31284,"18th & C St NW",W20994,Casual
811915,"2017-04-01 13:46:53","2017-04-01 14:00:25",31282,"16th & R St NW",31121,"Calvert St & Woodley Pl NW",W20958,Member
3192545,"2017-04-01 13:46:53","2017-04-01 14:40:06",31917,"N Lynn St & Fairfax Dr",31014,"Lynn & 19th St North",W21694,Casual
350948,"2017-04-01 13:46:57","2017-04-01 13:52:48",31616,"3rd & H St NE",31517,"Union Market/6th St & Neal Pl NE",W20716,Member
715525,"2017-04-01 13:47:04","2017-04-01 13:58:59",31109,"7th & T St NW",31620,"5th & F St NW",W00573,Casual
578808,"2017-04-01 13:47:06","2017-04-01 13:56:45",31228,"8th & H St NW",31219,"10th St & Constitution Ave NW",W21587,Casual
567058,"2017-04-01 13:47:11","2017-04-01 13:56:38",31228,"8th & H St NW",31219,"10th St & Constitution Ave NW",W01214,Casual
601309,"2017-04-01 13:47:30","2017-04-01 13:57:31",31087,"Monroe Ave & Leslie Ave",31010,"S Glebe & Potomac Ave",W21748,Member
1352151,"2017-04-01 13:47:35","2017-04-01 14:10:07",31605,"3rd & D St SE",31612,"D St & Maryland Ave NE",W20873,Member
953531,"2017-04-01 13:47:35","2017-04-01 14:03:29",31229,"New Hampshire Ave & T St NW",31270,"8th & D St NW",W21362,Member
1343327,"2017-04-01 13:47:39","2017-04-01 14:10:02",31200,"Massachusetts Ave & Dupont Circle NW",31222,"New York Ave & 15th St NW",W23057,Member
2403826,"2017-04-01 13:47:40","2017-04-01 14:27:44",31289,"Henry Bacon Dr & Lincoln Memorial Circle NW",31633,"Independence Ave & L'Enfant Plaza SW/DOE",W20454,Casual
1074318,"2017-04-01 13:47:41","2017-04-01 14:05:35",31632,"15th & F St NE",31608,"8th & Eye St SE / Barracks Row",W22157,Member
6141227,"2017-04-01 13:47:45","2017-04-01 15:30:06",31222,"New York Ave & 15th St NW",31288,"4th St & Madison Dr NW",W01252,Casual
1819685,"2017-04-01 13:47:49","2017-04-01 14:18:08",31123,"14th & Girard St NW",31290,"17th St & Independence Ave SW",W20866,Member
1134217,"2017-04-01 13:47:49","2017-04-01 14:06:44",31248,"Smithsonian-National Mall / Jefferson Dr & 12th St SW",31641,"2nd St & Massachusetts Ave NE",W22581,Member
273843,"2017-04-01 13:47:51","2017-04-01 13:52:25",31277,"17th & G St NW",31277,"17th & G St NW",W21666,Casual
916665,"2017-04-01 13:47:51","2017-04-01 14:03:07",31111,"10th & U St NW",31277,"17th & G St NW",W22172,Member
2381736,"2017-04-01 13:48:03","2017-04-01 14:27:45",31289,"Henry Bacon Dr & Lincoln Memorial Circle NW",31633,"Independence Ave & L'Enfant Plaza SW/DOE",W00375,Casual
754329,"2017-04-01 13:48:07","2017-04-01 14:00:41",31237,"25th St & Pennsylvania Ave NW",31312,"Wisconsin Ave & O St NW",W22594,Casual
1857454,"2017-04-01 13:48:08","2017-04-01 14:19:05",31240,"Ohio Dr & West Basin Dr SW / MLK & FDR Memorials",31217,"USDA / 12th & Independence Ave SW",W00456,Casual
327527,"2017-04-01 13:48:14","2017-04-01 13:53:41",31245,"7th & R St NW / Shaw Library",31281,"8th & O St NW",W20080,Member
1459020,"2017-04-01 13:48:20","2017-04-01 14:12:39",31282,"16th & R St NW",31404,"9th & Upshur St NW",W21064,Member
1629074,"2017-04-01 13:48:21","2017-04-01 14:15:30",31290,"17th St & Independence Ave SW",31258,"Lincoln Memorial",W01047,Casual
817207,"2017-04-01 13:48:24","2017-04-01 14:02:01",31314,"34th & Water St NW",31222,"New York Ave & 15th St NW",W01416,Member
2181749,"2017-04-01 13:48:27","2017-04-01 14:24:49",31223,"Convention Center / 7th & M St NW",31249,"Jefferson Memorial",W20538,Casual
2108116,"2017-04-01 13:48:32","2017-04-01 14:23:40",31603,"1st & M St NE",31288,"4th St & Madison Dr NW",W00919,Casual
1829725,"2017-04-01 13:48:39","2017-04-01 14:19:09",31240,"Ohio Dr & West Basin Dr SW / MLK & FDR Memorials",31217,"USDA / 12th & Independence Ave SW",W01085,Casual
424742,"2017-04-01 13:48:44","2017-04-01 13:55:49",31109,"7th & T St NW",31276,"15th & L St NW",W01402,Member
1016502,"2017-04-01 13:48:47","2017-04-01 14:05:43",31060,"S Arlington Mill Dr & Campbell Ave",31052,"Potomac Ave & 35th St S",W01405,Member
3480579,"2017-04-01 13:48:59","2017-04-01 14:47:00",31917,"N Lynn St & Fairfax Dr",31077,"Iwo Jima Memorial/N Meade & 14th St N",W01187,Casual
476638,"2017-04-01 13:49:04","2017-04-01 13:57:00",31261,"21st St & Constitution Ave NW",31204,"20th & E St NW",W21744,Casual
1057464,"2017-04-01 13:49:07","2017-04-01 14:06:44",31248,"Smithsonian-National Mall / Jefferson Dr & 12th St SW",31641,"2nd St & Massachusetts Ave NE",W20851,Casual
580054,"2017-04-01 13:49:09","2017-04-01 13:58:49",31261,"21st St & Constitution Ave NW",31204,"20th & E St NW",W22598,Casual
896621,"2017-04-01 13:49:16","2017-04-01 14:04:13",31290,"17th St & Independence Ave SW",31217,"USDA / 12th & Independence Ave SW",W22474,Member
3503142,"2017-04-01 13:49:18","2017-04-01 14:47:41",31917,"N Lynn St & Fairfax Dr",31077,"Iwo Jima Memorial/N Meade & 14th St N",W01371,Casual
369169,"2017-04-01 13:49:23","2017-04-01 13:55:32",31277,"17th & G St NW",31257,"22nd & I St NW / Foggy Bottom",W23128,Member
1579808,"2017-04-01 13:49:24","2017-04-01 14:15:44",31248,"Smithsonian-National Mall / Jefferson Dr & 12th St SW",31235,"19th St & Constitution Ave NW",W21424,Casual
200287,"2017-04-01 13:49:29","2017-04-01 13:52:50",31277,"17th & G St NW",31277,"17th & G St NW",W22564,Casual
5900640,"2017-04-01 13:49:30","2017-04-01 15:27:51",31247,"Jefferson Dr & 14th St SW",31249,"Jefferson Memorial",W22056,Casual
1573779,"2017-04-01 13:49:45","2017-04-01 14:15:59",31248,"Smithsonian-National Mall / Jefferson Dr & 12th St SW",31235,"19th St & Constitution Ave NW",W20429,Casual
5781046,"2017-04-01 13:49:48","2017-04-01 15:26:09",31247,"Jefferson Dr & 14th St SW",31249,"Jefferson Memorial",W00616,Casual
576886,"2017-04-01 13:49:48","2017-04-01 13:59:24",31600,"5th & K St NW",31505,"Eckington Pl & Q St NE",W22321,Member
5812336,"2017-04-01 13:49:49","2017-04-01 15:26:41",31247,"Jefferson Dr & 14th St SW",31249,"Jefferson Memorial",W01238,Casual
2402142,"2017-04-01 13:49:49","2017-04-01 14:29:51",31258,"Lincoln Memorial",31231,"14th & D St NW / Ronald Reagan Building",W20321,Casual
705768,"2017-04-01 13:49:50","2017-04-01 14:01:36",31917,"N Lynn St & Fairfax Dr",31225,"C & O Canal & Wisconsin Ave NW",W21818,Member
469222,"2017-04-01 13:50:11","2017-04-01 13:58:00",31110,"20th St & Florida Ave NW",31101,"14th & V St NW",W01440,Member
908738,"2017-04-01 13:50:23","2017-04-01 14:05:32",31601,"19th & East Capitol St SE",31708,"Anacostia Ave & Benning Rd NE / River Terrace ",W22596,Member
912436,"2017-04-01 13:50:39","2017-04-01 14:05:51",31601,"19th & East Capitol St SE",31708,"Anacostia Ave & Benning Rd NE / River Terrace ",W00036,Member
1516524,"2017-04-01 13:50:43","2017-04-01 14:16:00",31248,"Smithsonian-National Mall / Jefferson Dr & 12th St SW",31235,"19th St & Constitution Ave NW",W20171,Casual
2008338,"2017-04-01 13:51:01","2017-04-01 14:24:30",31125,"15th & W St NW",31288,"4th St & Madison Dr NW",W20132,Casual
1180565,"2017-04-01 13:51:06","2017-04-01 14:10:47",31263,"10th & K St NW",31247,"Jefferson Dr & 14th St SW",W22597,Member
1998327,"2017-04-01 13:51:07","2017-04-01 14:24:26",31125,"15th & W St NW",31288,"4th St & Madison Dr NW",W21372,Casual
353196,"2017-04-01 13:51:09","2017-04-01 13:57:03",31712,"Oklahoma Ave & D St NE",31632,"15th & F St NE",W22637,Member
802370,"2017-04-01 13:51:21","2017-04-01 14:04:43",31105,"14th & Harvard St NW",31239,"Rhode Island & Connecticut Ave NW",W22359,Member
276500,"2017-04-01 13:51:21","2017-04-01 13:55:58",31628,"1st & K St SE",31634,"3rd & Tingey St SE",W22636,Casual
1465556,"2017-04-01 13:51:25","2017-04-01 14:15:50",31248,"Smithsonian-National Mall / Jefferson Dr & 12th St SW",31235,"19th St & Constitution Ave NW",W20057,Casual
2174502,"2017-04-01 13:51:43","2017-04-01 14:27:57",31247,"Jefferson Dr & 14th St SW",31246,"M St & Pennsylvania Ave NW",W20945,Casual
2161684,"2017-04-01 13:51:54","2017-04-01 14:27:56",31247,"Jefferson Dr & 14th St SW",31246,"M St & Pennsylvania Ave NW",W20846,Casual
174495,"2017-04-01 13:52:03","2017-04-01 13:54:58",31623,"Columbus Circle / Union Station",31631,"8th & F St NE",W21470,Member
829428,"2017-04-01 13:52:04","2017-04-01 14:05:53",31101,"14th & V St NW",31246,"M St & Pennsylvania Ave NW",W00114,Member
183440,"2017-04-01 13:52:04","2017-04-01 13:55:08",31623,"Columbus Circle / Union Station",31631,"8th & F St NE",W23171,Member
859757,"2017-04-01 13:52:07","2017-04-01 14:06:27",31237,"25th St & Pennsylvania Ave NW",31202,"14th & R St NW",W22737,Member
1319462,"2017-04-01 13:52:12","2017-04-01 14:14:11",31249,"Jefferson Memorial",31217,"USDA / 12th & Independence Ave SW",W20461,Casual
641562,"2017-04-01 13:52:25","2017-04-01 14:03:07",31601,"19th & East Capitol St SE",31613,"Eastern Market Metro / Pennsylvania Ave & 7th St SE",W21262,Casual
1298266,"2017-04-01 13:52:28","2017-04-01 14:14:06",31249,"Jefferson Memorial",31217,"USDA / 12th & Independence Ave SW",W20815,Member
795383,"2017-04-01 13:52:33","2017-04-01 14:05:48",31246,"M St & Pennsylvania Ave NW",31224,"19th & L St NW",W21747,Member
1195605,"2017-04-01 13:52:33","2017-04-01 14:12:29",31125,"15th & W St NW",31277,"17th & G St NW",W22195,Casual
